pathway	pval	padj	ES	NES	nMoreExtreme	size
GO:0071243	0.114271555996036	0.544971219749305	-0.818626179598189	-1.33821933794263	5764	3
GO:0071651	0.114271555996036	0.544971219749305	-0.818626179598189	-1.33821933794263	5764	3
GO:0045976	0.114417019927895	0.545032261876863	-0.697953971848409	-1.37932880985743	5775	6
GO:2000651	0.115118956254797	0.545454042375071	0.660682541877111	1.39745585019886	5699	8
GO:0043623	0.114898589763904	0.545454042375071	-0.645614070091081	-1.38130735328637	5800	8
GO:0019264	0.114972615979381	0.545454042375071	0.878172371919754	1.30795229670264	5709	2
GO:0072001	0.114905847373637	0.545454042375071	-0.818071843654231	-1.33731315744363	5796	3
GO:0001738	0.115184833356913	0.545454042375071	0.681837758679255	1.39365569563898	5698	7
GO:0007276	0.114747274529237	0.545454042375071	-0.818232240897504	-1.33757536099643	5788	3
GO:0051594	0.115044598612488	0.545454042375071	-0.817977774674301	-1.33715938160409	5803	3
GO:0006260	0.115454216431415	0.546269487004196	-0.295094844318514	-1.18687256840653	5103	161
GO:0006778	0.116042103597008	0.548128289343516	-0.729586891090775	-1.36956778648123	5864	5
GO:0032287	0.11601350122279	0.548128289343516	0.681261035834553	1.39247689163892	5739	7
GO:0009235	0.11657942074095	0.550203966402084	0.680833361711304	1.39160273870421	5767	7
GO:0005997	0.116724387886598	0.550425993549133	0.877013775973346	1.30622668077858	5796	2
GO:0021766	0.116921233902366	0.550528530786966	-0.507409513334878	-1.3461824322871	5855	18
GO:0006541	0.116942014901199	0.550528530786966	-0.438794139141752	-1.31329971927111	5775	30
GO:0034599	0.117337861879347	0.551929808890215	-0.442400582831979	-1.31425147501104	5803	29
GO:0014010	0.117546848381601	0.552450530729917	-0.69612574812004	-1.37571578985738	5933	6
GO:0007130	0.117694543106232	0.552682562071954	0.81887000129148	1.34029024255276	5831	3
GO:0007093	0.117959468902865	0.553464252673627	-0.506865782861507	-1.34473988855878	5907	18
GO:0046033	0.118221916477825	0.553501381913797	0.638490717702488	1.39289065082523	5842	9
GO:1900112	0.118262793040112	0.553501381913797	-0.767180408000399	-1.35372289200644	5987	4
GO:0007094	0.118223540493416	0.553501381913797	-0.491788490765551	-1.33849623633819	5898	20
GO:0006525	0.118435889175258	0.553850360277973	0.875846658752881	1.30448837324598	5881	2
GO:0070055	0.11889900128866	0.555092430434848	0.875477570401109	1.30393865206046	5904	2
GO:0070054	0.11889900128866	0.555092430434848	0.875477570401109	1.30393865206046	5904	2
GO:0043523	0.119402384020619	0.556979917493691	0.87509850668848	1.3033740735456	5929	2
GO:0008584	0.119804108934544	0.557046112970269	0.511823429262839	1.36702834356699	6017	21
GO:0050829	0.119983360405689	0.557046112970269	-0.694557201040482	-1.37261595481995	6056	6
GO:0003278	0.120110280896632	0.557046112970269	-0.940896576490304	-1.25395352578018	6011	1
GO:0003181	0.120110280896632	0.557046112970269	-0.940896576490304	-1.25395352578018	6011	1
GO:0060591	0.120110280896632	0.557046112970269	-0.940896576490304	-1.25395352578018	6011	1
GO:0002041	0.120110280896632	0.557046112970269	-0.940896576490304	-1.25395352578018	6011	1
GO:0090024	0.120026222213393	0.557046112970269	-0.874470058954383	-1.30045077440018	6041	2
GO:0043666	0.12087476724377	0.559207462285787	-0.693973644044971	-1.37146270258761	6101	6
GO:0010470	0.120819870759289	0.559207462285787	0.703480683228702	1.38173318809351	5982	6
GO:0006474	0.120800982411662	0.559207462285787	-0.641443880325276	-1.37238512860918	6098	8
GO:0008209	0.121365105008078	0.559224008967647	0.703064546734275	1.38091583856447	6009	6
GO:0016042	0.122711482489907	0.559224008967647	0.371163893682739	1.27313813202839	6534	77
GO:0046330	0.121561995840379	0.559224008967647	0.431622692907475	1.32060825667974	6253	41
GO:0048701	0.123055800323777	0.559224008967647	-0.41038479333744	-1.28500902152052	6004	37
GO:0007339	0.122019891024732	0.559224008967647	0.770321323049909	1.35672003050915	6023	4
GO:0043248	0.122864704467078	0.559224008967647	-0.463164925501062	-1.31790310179899	6127	24
GO:0021785	0.12174316366863	0.559224008967647	0.604975675951791	1.38779912379446	6036	11
GO:0030866	0.122892113356313	0.559224008967647	-0.389521480049137	-1.27057143574907	5953	45
GO:0070672	0.121152093815617	0.559224008967647	-0.693801789012174	-1.37112307475051	6115	6
GO:0045762	0.12232185367402	0.559224008967647	-0.555010233123282	-1.35321480201736	6165	13
GO:0006004	0.122167368080285	0.559224008967647	0.635130554849004	1.38556033372884	6037	9
GO:0019243	0.121714516781237	0.559224008967647	0.73408338168139	1.37383380502766	6019	5
GO:0015746	0.121486268174475	0.559224008967647	0.70296180281915	1.3807140353298	6015	6
GO:0072350	0.12104731095835	0.559224008967647	0.734547104126036	1.37470165953371	5986	5
GO:0002076	0.122315685304305	0.559224008967647	-0.663761488325195	-1.36844401607164	6179	7
GO:0008306	0.123067087545451	0.559224008967647	-0.93931050993536	-1.25183974005878	6159	1
GO:0097119	0.123067087545451	0.559224008967647	-0.93931050993536	-1.25183974005878	6159	1
GO:2000310	0.123067087545451	0.559224008967647	-0.93931050993536	-1.25183974005878	6159	1
GO:0021517	0.123067087545451	0.559224008967647	-0.93931050993536	-1.25183974005878	6159	1
GO:0002337	0.122830116064737	0.559224008967647	0.769522573154171	1.35531324096499	6063	4
GO:1900122	0.122830116064737	0.559224008967647	0.769522573154171	1.35531324096499	6063	4
GO:0006706	0.122946198453608	0.559224008967647	0.872664518638962	1.29974888518702	6105	2
GO:0070885	0.12353012242268	0.560874651161459	0.872316245755092	1.29923016661547	6134	2
GO:0070914	0.124906018756678	0.560881972223133	-0.723431835844919	-1.35801362413035	6312	5
GO:0034982	0.125222563936549	0.560881972223133	0.632663812453943	1.38017904575579	6188	9
GO:0045041	0.125222563936549	0.560881972223133	0.632663812453943	1.38017904575579	6188	9
GO:0045200	0.124692503125378	0.560881972223133	0.576246489445105	1.37799657641547	6183	13
GO:0006853	0.124543594270353	0.560881972223133	0.545132876630575	1.36941204603364	6207	16
GO:1900082	0.125327834391079	0.560881972223133	0.937395259755806	1.24954222399664	6259	1
GO:0010751	0.125327834391079	0.560881972223133	0.937395259755806	1.24954222399664	6259	1
GO:0051599	0.125327834391079	0.560881972223133	0.937395259755806	1.24954222399664	6259	1
GO:0000467	0.124470737208658	0.560881972223133	-0.723873748054746	-1.35884317402279	6290	5
GO:0006742	0.124717468517921	0.560881972223133	0.814079008593584	1.33244855735852	6179	3
GO:0031936	0.124405032291193	0.560881972223133	-0.76291434711408	-1.34619524372414	6298	4
GO:0001659	0.125252085887145	0.560881972223133	-0.617055775719348	-1.36314066457637	6334	9
GO:0006301	0.124207294906491	0.560881972223133	0.653104203662183	1.38142637703745	6149	8
GO:0071035	0.124470737208658	0.560881972223133	-0.723873748054746	-1.35884317402279	6290	5
GO:0034427	0.124470737208658	0.560881972223133	-0.723873748054746	-1.35884317402279	6290	5
GO:0017145	0.124193739859918	0.560881972223133	-0.724118002313834	-1.35930168385766	6276	5
GO:0015820	0.124257533920022	0.560881972223133	-0.871587179666225	-1.29616355774319	6254	2
GO:0015824	0.124257533920022	0.560881972223133	-0.871587179666225	-1.29616355774319	6254	2
GO:0009267	0.125565588508427	0.561498944316522	0.459214006787068	1.33146265669188	6354	31
GO:0007166	0.127280211042302	0.564674085452865	0.360674287350711	1.25671348094848	6802	85
GO:0034765	0.126678816211719	0.564674085452865	-0.689639415632757	-1.36289720062244	6394	6
